"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2020-07-04","286.81","286.81","286.81","286.81","","0.00%"
"2020-07-02","286.81","288.76","290.05","286.18","3.66M","0.50%"
"2020-07-01","285.37","284.37","286.51","283.95","3.71M","0.68%"
"2020-06-30","283.43","279.29","284.95","279.15","5.22M","1.33%"
"2020-06-29","279.70","276.89","279.72","274.72","3.46M","0.93%"
"2020-06-26","277.11","282.72","282.92","276.52","4.48M","-2.34%"
"2020-06-25","283.76","280.26","284.10","278.22","3.90M","1.06%"
"2020-06-24","280.79","286.08","286.70","278.97","4.53M","-2.56%"
"2020-06-23","288.16","289.51","290.43","287.76","2.50M","0.45%"
"2020-06-22","286.86","284.35","287.19","283.26","2.52M","0.66%"
"2020-06-19","284.97","290.04","290.27","283.67","3.48M","-0.59%"
"2020-06-18","286.66","284.97","287.12","284.55","2.76M","0.09%"
"2020-06-17","286.40","288.73","289.02","285.88","2.66M","-0.46%"
"2020-06-16","287.72","290.05","290.20","282.83","5.29M","1.96%"
"2020-06-15","282.20","273.91","283.35","272.77","4.43M","0.91%"
"2020-06-12","279.65","283.35","284.15","274.50","6.23M","1.21%"
"2020-06-11","276.32","286.36","294.50","275.80","7.75M","-5.76%"
"2020-06-10","293.22","295.53","296.39","292.59","5.60M","-0.62%"
"2020-06-09","295.06","294.49","296.39","293.63","4.69M","-0.71%"
"2020-06-08","297.17","294.43","297.32","293.88","5.56M","1.21%"
"2020-06-07","293.61","293.61","293.61","293.61","","0.00%"
"2020-06-05","293.61","291.63","295.38","291.61","6.02M","2.56%"
"2020-06-04","286.29","286.00","287.75","284.20","3.82M","-0.25%"
"2020-06-03","287.02","285.20","287.93","284.93","5.57M","1.32%"
"2020-06-02","283.28","281.79","283.28","280.46","4.34M","0.82%"
"2020-06-01","280.97","279.07","281.49","278.57","3.91M","0.44%"
"2020-05-29","279.75","278.03","280.35","275.36","7.05M","0.45%"
"2020-05-28","278.50","280.03","282.04","277.81","4.63M","-0.20%"
"2020-05-27","279.05","277.78","279.05","272.86","5.15M","1.46%"
"2020-05-26","275.04","277.53","277.74","274.55","4.91M","1.29%"
"2020-05-22","271.55","270.76","271.72","269.50","2.30M","0.23%"
"2020-05-21","270.94","272.80","273.59","269.95","3.58M","-0.72%"
"2020-05-20","272.90","271.92","273.79","271.69","4.90M","1.63%"
"2020-05-19","268.52","270.61","272.25","268.34","4.92M","-0.94%"
"2020-05-18","271.08","269.32","272.70","269.06","6.77M","3.06%"
"2020-05-15","263.04","259.54","263.11","258.56","3.39M","0.45%"
"2020-05-14","261.86","256.33","262.00","253.97","7.74M","1.21%"
"2020-05-13","258.74","262.87","263.90","256.36","5.62M","-1.77%"
"2020-05-12","263.41","269.98","270.40","263.33","5.16M","-2.01%"
"2020-05-11","268.82","266.78","270.20","266.43","3.47M","0.01%"
"2020-05-08","268.78","267.53","269.14","266.38","3.21M","1.67%"
"2020-05-07","264.36","264.45","266.30","263.90","3.41M","1.18%"
"2020-05-06","261.27","264.71","265.11","261.14","3.02M","-0.67%"
"2020-05-05","263.04","263.45","265.81","262.60","4.44M","0.92%"
"2020-05-04","260.64","257.92","260.90","256.53","4.13M","0.32%"
"2020-05-03","259.82","259.82","259.82","259.82","","0.00%"
"2020-05-02","259.82","259.82","259.82","259.82","","0.00%"
"2020-05-01","259.82","262.14","262.85","258.74","4.79M","-2.73%"
"2020-04-30","267.10","268.08","268.58","265.23","7.39M","-0.87%"
"2020-04-29","269.45","267.98","271.00","266.91","6.77M","2.58%"
"2020-04-28","262.68","267.48","267.79","262.30","5.85M","-0.46%"
"2020-04-27","263.90","262.01","264.91","261.57","3.89M","1.45%"
"2020-04-24","260.14","258.00","260.70","255.94","4.77M","1.45%"
"2020-04-23","256.42","257.75","260.90","256.20","7.67M","-0.02%"
"2020-04-22","256.47","255.83","258.23","254.47","5.63M","2.20%"
"2020-04-21","250.95","254.25","255.49","250.00","6.53M","-3.06%"
"2020-04-20","258.86","259.65","263.10","258.58","6.50M","-1.80%"
"2020-04-17","263.61","262.31","264.00","259.50","6.74M","2.76%"
"2020-04-16","256.53","256.51","257.30","253.40","6.17M","0.51%"
"2020-04-15","255.24","255.08","256.90","253.11","4.89M","-2.18%"
"2020-04-14","260.92","258.24","261.63","257.21","6.63M","3.05%"
"2020-04-13","253.19","254.64","254.95","249.38","7.67M","-0.97%"
"2020-04-09","255.67","255.12","258.39","253.14","8.81M","1.48%"
"2020-04-08","251.93","246.24","253.05","244.05","6.96M","3.39%"
"2020-04-07","243.66","251.92","252.80","243.46","12.94M","0.05%"
"2020-04-06","243.53","236.96","245.30","235.93","7.62M","6.80%"
"2020-04-03","228.02","230.43","232.71","225.34","5.49M","-1.48%"
"2020-04-02","231.44","225.33","232.18","224.72","6.55M","2.34%"
"2020-04-01","226.15","227.92","231.05","224.13","13.71M","-4.51%"
"2020-03-31","236.82","239.45","241.94","235.44","10.39M","-1.49%"
"2020-03-30","240.39","234.92","241.10","232.97","8.73M","3.23%"
"2020-03-28","232.86","232.86","232.86","232.86","","0.00%"
"2020-03-27","232.86","232.70","239.64","230.66","11.17M","-3.07%"
"2020-03-26","240.24","229.27","241.44","228.85","12.41M","6.01%"
"2020-03-25","226.62","225.00","235.51","220.32","11.88M","1.28%"
"2020-03-24","223.75","216.39","224.30","214.83","13.16M","9.54%"
"2020-03-23","204.27","209.63","210.78","200.55","14.13M","-3.07%"
"2020-03-21","210.74","210.74","210.74","210.74","","0.00%"
"2020-03-20","210.74","222.80","224.56","210.05","11.53M","-4.36%"
"2020-03-19","220.34","218.43","226.00","212.11","12.44M","0.09%"
"2020-03-18","220.15","216.08","224.74","208.31","20.18M","-5.47%"
"2020-03-17","232.88","223.75","233.95","216.60","15.12M","6.55%"
"2020-03-16","218.57","222.85","234.77","218.14","17.27M","-11.74%"
"2020-03-14","247.64","247.64","247.64","247.64","","0.00%"
"2020-03-13","247.64","240.66","247.78","228.10","19.53M","9.34%"
"2020-03-12","226.48","234.94","243.68","225.81","24.67M","-9.67%"
"2020-03-11","250.73","256.66","257.72","247.62","11.52M","-4.96%"
"2020-03-10","263.81","260.48","263.81","250.00","10.88M","4.64%"
"2020-03-09","252.11","253.89","260.99","251.15","16.43M","-7.72%"
"2020-03-06","273.19","269.32","274.46","266.60","6.67M","-1.68%"
"2020-03-05","277.85","280.30","283.41","275.61","6.22M","-3.35%"
"2020-03-04","287.48","281.23","287.64","278.70","5.25M","4.14%"
"2020-03-03","276.04","284.34","288.32","273.36","9.81M","-2.76%"
"2020-03-02","283.87","274.00","284.04","270.49","12.43M","4.46%"
"2020-02-28","271.74","265.32","272.92","262.25","23.32M","-0.60%"
"2020-02-27","273.39","280.57","284.48","273.36","14.90M","-4.43%"
"2020-02-26","286.07","288.61","292.28","285.48","10.28M","-0.44%"
"2020-02-25","287.34","297.73","298.23","286.36","8.47M","-3.00%"
"2020-02-24","296.24","296.96","299.38","295.17","7.10M","-3.34%"
"2020-02-21","306.49","308.30","308.58","305.62","2.68M","-1.04%"
"2020-02-20","309.70","310.35","311.19","306.67","4.62M","-0.39%"
"2020-02-19","310.92","310.42","311.59","310.12","2.26M","0.48%"
"2020-02-18","309.43","309.24","309.82","308.03","3.00M","-0.27%"
"2020-02-17","310.28","310.28","310.28","310.28","","0.00%"
"2020-02-14","310.28","310.11","310.33","309.00","1.64M","0.17%"
"2020-02-13","309.76","308.60","310.72","308.36","2.04M","-0.10%"
"2020-02-12","310.06","309.56","310.27","309.17","2.12M","0.64%"
"2020-02-11","308.08","308.93","309.69","307.61","2.44M","0.18%"
"2020-02-10","307.52","304.39","307.56","304.35","2.25M","0.72%"
"2020-02-07","305.33","305.83","306.59","304.74","2.25M","-0.51%"
"2020-02-06","306.89","306.80","307.08","305.81","1.93M","0.34%"
"2020-02-05","305.85","305.40","306.08","303.87","3.05M","1.13%"
"2020-02-04","302.43","301.50","303.23","301.16","2.29M","1.54%"
"2020-02-03","297.84","297.12","299.67","297.03","3.27M","0.73%"
"2020-01-31","295.69","300.44","300.60","294.72","6.18M","-1.79%"
"2020-01-30","301.09","298.04","301.29","297.30","4.43M","0.31%"
"2020-01-29","300.15","301.78","301.94","299.92","2.75M","-0.10%"
"2020-01-28","300.45","298.70","301.22","298.22","3.56M","1.08%"
"2020-01-27","297.23","296.84","298.73","296.45","4.30M","-1.59%"
"2020-01-24","302.03","305.42","305.52","300.81","3.45M","-0.91%"
"2020-01-23","304.81","303.84","304.97","302.66","2.67M","0.10%"
"2020-01-22","304.51","305.31","305.92","304.32","2.77M","0.03%"
"2020-01-21","304.43","304.08","305.22","304.00","2.76M","-0.21%"
"2020-01-17","305.06","304.77","305.20","304.20","2.22M","0.34%"
"2020-01-16","304.03","302.94","304.04","302.71","2.58M","0.84%"
"2020-01-15","301.51","300.81","302.30","300.69","2.82M","0.22%"
"2020-01-14","300.84","300.89","301.91","300.32","2.62M","-0.13%"
"2020-01-13","301.24","299.91","301.32","299.48","2.74M","0.66%"
"2020-01-10","299.26","300.74","300.86","298.79","3.67M","-0.29%"
"2020-01-09","300.12","299.73","300.19","299.09","2.17M","0.69%"
"2020-01-08","298.06","296.71","299.31","296.47","3.72M","0.52%"
"2020-01-07","296.53","296.82","297.27","296.06","2.38M","-0.28%"
"2020-01-06","297.35","294.42","297.42","294.35","2.78M","0.37%"
"2020-01-03","296.24","295.22","297.36","295.04","3.25M","-0.73%"
"2020-01-02","298.42","297.29","298.45","296.34","3.15M","0.89%"
